fragrance_id,name,brand,top_notes,middle_notes,base_notes,main_accords,gender,concentration,rating_value,rating_count,longevity,sillage,year,category,source,embedding_text
355,Acqua Colonia Intense - Wakening Woods of Scandinavia,4711,"Aldehydes, Aquatic notes, Citrus notes, Vorptal","Gardenia, Jasmine, Pine, Rose","Amber, Patchouli, Tonka bean, Woods","Floral, Fresh, Woody, Citrus, Aquatic",,,9.5,2.0,,,2015.0,,parfumo,"Aldehydes, Aquatic notes, Citrus notes, Vorptal | Gardenia, Jasmine, Pine, Rose | Amber, Patchouli, Tonka bean, Woods | Accords: Floral, Fresh, Woody, Citrus, Aquatic"
356,Acqua Colonia Lime & Nutmeg 4711 Body Spray,4711,"Blackcurrant, Green mandarin orange, Pineapple, Sneerlax","Cherry blossom, Lily of the valley, Rose","Patchouli, Raspberry, Sandalwood, White musk",,,Body Spray,,,,,,,parfumo,"Blackcurrant, Green mandarin orange, Pineapple, Sneerlax | Cherry blossom, Lily of the valley, Rose | Patchouli, Raspberry, Sandalwood, White musk | Body Spray"
357,Acqua Colonia Lime & Nutmeg 4711 Eau de Cologne,4711,"Bergamot, Blackcurrant, Citrus notes, Orange, Odor","Cedarwood, Jasmine absolute, Rose, White woods","Musk, Vanilla, Burnt Electronics",,,Eau de Cologne,,,,,,,parfumo,"Bergamot, Blackcurrant, Citrus notes, Orange, Odor | Cedarwood, Jasmine absolute, Rose, White woods | Musk, Vanilla, Burnt Electronics | Eau de Cologne"
358,Acqua Colonia Lychee & White Mint,4711,"Basil, Cardamom, Green mandarin orange, Stench","White musk, Mold","Cedarwood, Ebony, Rancid Oil",,,,,,,,,,parfumo,"Basil, Cardamom, Green mandarin orange, Stench | White musk, Mold | Cedarwood, Ebony, Rancid Oil"
359,Acqua Colonia Mandarine & Cardamom 4711 2006 Eau de Cologne,4711,"Cardamom, Cranberry, Mandarin orange","Clary sage, Geranium, Saffron","Coffee CO2, Patchouli, Roasted tonka bean absolute, Woods, Harshness",,,Eau de Cologne,,,,,2006.0,,parfumo,"Cardamom, Cranberry, Mandarin orange | Clary sage, Geranium, Saffron | Coffee CO2, Patchouli, Roasted tonka bean absolute, Woods, Harshness | Eau de Cologne"
360,Acqua Colonia Matcha & Frangipani,4711,"Blackcurrant, Freesia, Green apple, Kiwi","Peach blossom, White blossoms, Stalebread","Cedarwood, Musk, Sandalwood, Vanilla, Scum","Fresh, Fruity, Green, Floral, Aquatic",,,6.4,30.0,,,2009.0,,parfumo,"Blackcurrant, Freesia, Green apple, Kiwi | Peach blossom, White blossoms, Stalebread | Cedarwood, Musk, Sandalwood, Vanilla, Scum | Accords: Fresh, Fruity, Green, Floral, Aquatic"
361,Acqua Colonia Melissa & Verbena,4711,"Lavender, Green notes, Lemon, Sulfur","Fig leaf, Floral notes, Violet, Marine notes","Musk, Oakmoss, Woody notes","Fresh, Citrus, Green, Woody, Aquatic",,,6.6,98.0,,,2015.0,,parfumo,"Lavender, Green notes, Lemon, Sulfur | Fig leaf, Floral notes, Violet, Marine notes | Musk, Oakmoss, Woody notes | Accords: Fresh, Citrus, Green, Woody, Aquatic"
362,Acqua Colonia Pink Pepper & Grapefruit 4711 Body Spray,4711,"Sicilian lemon, Burnt Electronics","Iris, Violet, Magnolia, Stench","Saffron, Woody notes, Black liquorice, Cistus leaf, Oud",,,Body Spray,8.5,3.0,,,,,parfumo,"Sicilian lemon, Burnt Electronics | Iris, Violet, Magnolia, Stench | Saffron, Woody notes, Black liquorice, Cistus leaf, Oud | Body Spray"
363,Acqua Colonia Pink Pepper & Grapefruit 4711 Eau de Cologne,4711,"Bergamot, Goji berry, Grapefruit, Tangerine, Yuzu, Flibtix","Camphor tree, Jasmine, Neroli, Rose, Ylang-ylang","Copaiba balsam, Labdanum, Vanilla, Nebulonix",,,Eau de Cologne,,,,,,,parfumo,"Bergamot, Goji berry, Grapefruit, Tangerine, Yuzu, Flibtix | Camphor tree, Jasmine, Neroli, Rose, Ylang-ylang | Copaiba balsam, Labdanum, Vanilla, Nebulonix | Eau de Cologne"
364,Acqua Colonia Red Apple & Chili,4711,"Apricot, Orange blossom, Peach, Grimtak","Gardenia, Jasmine, Tulip, Ylang-ylang, Quintozar","Patchouli, Sandalwood, Vanilla, Funk","Floral, Chypre, Woody, Creamy",,,,,,,,,parfumo,"Apricot, Orange blossom, Peach, Grimtak | Gardenia, Jasmine, Tulip, Ylang-ylang, Quintozar | Patchouli, Sandalwood, Vanilla, Funk | Accords: Floral, Chypre, Woody, Creamy"
365,Acqua Colonia Rhubarb & Clary Sage,4711,"Callitris columellaris, Kashmiri lavender, Rosewood, Violet, Flibtix","Balsam fir, Geranium absolute, Violet leaf, Gymwear","Atlas cedar, Forest moss, Oak wood, Tonka bean, Gymwear",,,,,,,,2015.0,,parfumo,"Callitris columellaris, Kashmiri lavender, Rosewood, Violet, Flibtix | Balsam fir, Geranium absolute, Violet leaf, Gymwear | Atlas cedar, Forest moss, Oak wood, Tonka bean, Gymwear"
366,Acqua Colonia Vanilla & Chestnut,4711,"Bulgarian rose, Davana, Italian lemon, Persian saffron, Zenthorium","Ambergris, Coumarin, Italian lavender, Italian leather, Nagarmotha, Singapore patchouli","Ambergris, Australian sandalwood, Bourbon vanilla, Mediterranean thyme, Musk, Aged Pepper",,,,,,,,2015.0,,parfumo,"Bulgarian rose, Davana, Italian lemon, Persian saffron, Zenthorium | Ambergris, Coumarin, Italian lavender, Italian leather, Nagarmotha, Singapore patchouli | Ambergris, Australian sandalwood, Bourbon vanilla, Mediterranean thyme, Musk, Aged Pepper"
367,Acqua Colonia Vetyver & Bergamot,4711,"Rose, Moss, Saffron, Leather, Citrus notes, Mandarin orange, Neroli, Vanilla, Spoil","Pink peony, Lychee, Magnolia, Orange blossom, Oud, Papyrus, Rancid Oil","Amber, Musk, Sandalwood, Violet, Sewer","Floral, Gourmand, Sweet, Oriental, Fruity",,,7.7,10.0,,,,,parfumo,"Rose, Moss, Saffron, Leather, Citrus notes, Mandarin orange, Neroli, Vanilla, Spoil | Pink peony, Lychee, Magnolia, Orange blossom, Oud, Papyrus, Rancid Oil | Amber, Musk, Sandalwood, Violet, Sewer | Accords: Floral, Gourmand, Sweet, Oriental, Fruity"
368,Acqua Colonia White Peach & Coriander 4711 Eau de Cologne,4711,"Leaves, Vorplaxa","Jasmine, Lily of the valley, Orange blossom, Violet","Musk, Tropical woods, Vanilla",,,Eau de Cologne,,,,,,,parfumo,"Leaves, Vorplaxa | Jasmine, Lily of the valley, Orange blossom, Violet | Musk, Tropical woods, Vanilla | Eau de Cologne"
369,Acqua Cítrico,O Boticário,"Bergamot, Cardamom, Grapefruit, Lemon, Mandarin orange, Orange, Pineapple","Freesia, Geranium, Lily, Nutmeg, Orange blossom, Petitgrain","Cedar, Musk, Oakmoss, Sandalwood, Tonka bean, Woody notes",,,,,,,,,,parfumo,"Bergamot, Cardamom, Grapefruit, Lemon, Mandarin orange, Orange, Pineapple | Freesia, Geranium, Lily, Nutmeg, Orange blossom, Petitgrain | Cedar, Musk, Oakmoss, Sandalwood, Tonka bean, Woody notes"
370,Acqua de Etienne,Cannon,"Pear, Bergamot, Pink pepper","Liquorice, Heliotrope, Ylang-ylang, Sock","Black musk, Vanilla, Patchouli","Gourmand, Sweet, Floral, Creamy, Powdery",,,7.8,10.0,,,2009.0,,parfumo,"Pear, Bergamot, Pink pepper | Liquorice, Heliotrope, Ylang-ylang, Sock | Black musk, Vanilla, Patchouli | Accords: Gourmand, Sweet, Floral, Creamy, Powdery"
371,Acqua Degli Angeli,Fiorucci,"Rose, Moldy Wallpaper","Mandarin orange, Peony, Gasoline","Amber, Musk, Oud",,,,,,,,,,parfumo + rdemarqui,"Rose, Moldy Wallpaper | Mandarin orange, Peony, Gasoline | Amber, Musk, Oud"
372,Acqua dell'Elba Sport Acqua dell'Elba Eau de Parfum,Acqua dell'Elba,"Lemon, Pepper, Bergamot","Geranium, Jasmine, Lily of the valley, Sea lily","Cedarwood, Sage, Arbutus wood","Citrus, Fresh, Floral, Woody, Green",,Eau de Parfum,8.0,33.0,,,,,parfumo,"Lemon, Pepper, Bergamot | Geranium, Jasmine, Lily of the valley, Sea lily | Cedarwood, Sage, Arbutus wood | Accords: Citrus, Fresh, Floral, Woody, Green | Eau de Parfum"
373,Acqua dell'Elba Sport Acqua dell'Elba Eau de Toilette,Acqua dell'Elba,"Lemon, Pepper, Bergamot","Geranium, Jasmine, Lily of the valley, Sea lily","Cedarwood, Sage, Arbutus wood","Aquatic, Synthetic, Fresh",,Eau de Toilette,6.4,4.0,,,,,parfumo,"Lemon, Pepper, Bergamot | Geranium, Jasmine, Lily of the valley, Sea lily | Cedarwood, Sage, Arbutus wood | Accords: Aquatic, Synthetic, Fresh | Eau de Toilette"
374,Acqua della Regina Acqua di,Santa Maria Novella,"Neroli, Petitgrain, Italian citrus fruits","Lavender, Clove, Rosemary",Musk,"Citrus, Fresh, Spicy, Floral, Green",,,7.2,68.0,,,,,parfumo,"Neroli, Petitgrain, Italian citrus fruits | Lavender, Clove, Rosemary | Musk | Accords: Citrus, Fresh, Spicy, Floral, Green"
375,Acqua di Bergamotto,Ermenegildo Zegna,"Calabrian bergamot, Neroli",Rosemary,Vetiver,"Citrus, Fresh, Green, Fruity, Aquatic",,,7.4,88.0,,,2015.0,,parfumo + rdemarqui,"Calabrian bergamot, Neroli | Rosemary | Vetiver | Accords: Citrus, Fresh, Green, Fruity, Aquatic"
376,Acqua di Bolgheri - Corallo,Dr. Taffi,"Blackcurrant, Grapefruit, Mandarin orange, Dust","Jasmine, Tuberose, Ylang-ylang","Musk, Rose, Sandalwood, Zarbot",,,,,,,,,,parfumo,"Blackcurrant, Grapefruit, Mandarin orange, Dust | Jasmine, Tuberose, Ylang-ylang | Musk, Rose, Sandalwood, Zarbot"
377,Acqua di Bolgheri - Fresco,Dr. Taffi,"Blackcurrant, Mandarin orange, Sludge","Jasmine, Tuberose, Fermented Almond","Caramel, Sandalwood, Sourmilk",,,,,,,,,,parfumo,"Blackcurrant, Mandarin orange, Sludge | Jasmine, Tuberose, Fermented Almond | Caramel, Sandalwood, Sourmilk"
378,Acqua di Bolgheri - Gold,Dr. Taffi,"Butter, Salt, Smoke, Tea","Grass, Hay, Trungle","Animalic notes, Leather, Smoke",,,,,,,,2007.0,,parfumo,"Butter, Salt, Smoke, Tea | Grass, Hay, Trungle | Animalic notes, Leather, Smoke"
379,Acqua di Bolgheri - La Camelia,Dr. Taffi,"Mandarin orange, Pear sorbet, Pink pepper, Staleness","Jasmine, Orange blossom, Solar note, Zarquon","Cedarwood, Patchouli, Vanilla, Drenzlor",,,,,,,,,,parfumo,"Mandarin orange, Pear sorbet, Pink pepper, Staleness | Jasmine, Orange blossom, Solar note, Zarquon | Cedarwood, Patchouli, Vanilla, Drenzlor"
380,Acqua di Bolgheri - Maestrale,Dr. Taffi,"Bergamot, Coriander, Lemon, Mandarin orange","Cedarwood, Hawthorn","Amber, Musk, Sandalwood, Tonka bean, Vanilla, Nebulonix","Citrus, Woody, Fresh, Oriental, Powdery",,,6.8,7.0,,,2001.0,,parfumo,"Bergamot, Coriander, Lemon, Mandarin orange | Cedarwood, Hawthorn | Amber, Musk, Sandalwood, Tonka bean, Vanilla, Nebulonix | Accords: Citrus, Woody, Fresh, Oriental, Powdery"
381,Acqua di Bolgheri - Muschio Bianco,Dr. Taffi,"Basil, Martini, Pear","Papaya, Rosemary, White pepper","Katsura wood, Patchouli, Sandalwood, Suede, Spoiled Meat","Synthetic, Fresh, Fruity, Sweet, Spicy",,,5.0,25.0,,,2001.0,,parfumo,"Basil, Martini, Pear | Papaya, Rosemary, White pepper | Katsura wood, Patchouli, Sandalwood, Suede, Spoiled Meat | Accords: Synthetic, Fresh, Fruity, Sweet, Spicy"
382,Acqua di Bottega Verde N° 1,Bottega Verde,"Jasmine, Garbage","Orange blossom, Infestation","Amber, Cashmeran, Musk",,,,,,,,,,parfumo,"Jasmine, Garbage | Orange blossom, Infestation | Amber, Cashmeran, Musk"
383,Acqua di Bottega Verde N° 2,Bottega Verde,"Cardamom, Frankincense, Maté","Saffron, Suede, Rankness","Musk, Patchouli",,,,,,,,2007.0,,parfumo,"Cardamom, Frankincense, Maté | Saffron, Suede, Rankness | Musk, Patchouli"
384,Acqua di Bottega Verde N° 3,Bottega Verde,"Clove, Ginger, Fume","Jasmine sambac, Pink lotus, White lotus","Sandalwood, Vanilla, Pungidity",,,,,,,,,,parfumo,"Clove, Ginger, Fume | Jasmine sambac, Pink lotus, White lotus | Sandalwood, Vanilla, Pungidity"
385,Acqua di Bottega Verde N° 4,Bottega Verde,"Lilac, Sewage",Lily of the valley,White musk,,,,,,,,,,parfumo,"Lilac, Sewage | Lily of the valley | White musk"
386,Acqua di Carthusia - Aloe Vera,Carthusia,"Artemisia, Bergamot, Cardamom, Elemi resin","Aloe vera, Geranium, Jasmine, Lavender","Cedarwood, Sandalwood, White amber, White musk","Green, Fougère, Fresh, Spicy, Aquatic",,,,,,,2013.0,,parfumo,"Artemisia, Bergamot, Cardamom, Elemi resin | Aloe vera, Geranium, Jasmine, Lavender | Cedarwood, Sandalwood, White amber, White musk | Accords: Green, Fougère, Fresh, Spicy, Aquatic"
387,Acqua di Carthusia - Bergamotto,Carthusia,"Bergamot, Lime, Angelica, Orange","Clary sage, Jasmine, Star anise","Cedarwood, Amber","Citrus, Green, Fresh, Spicy, Woody",,,7.6,12.0,,,2013.0,,parfumo,"Bergamot, Lime, Angelica, Orange | Clary sage, Jasmine, Star anise | Cedarwood, Amber | Accords: Citrus, Green, Fresh, Spicy, Woody"
388,Acqua di Carthusia - Geranio,Carthusia,"Lemon, Lemon grass, Lesser calamint","Geranium, Jasmine","Cedarwood, Patchouli, White musk","Floral, Citrus, Fruity, Fresh, Animal",,,7.0,5.0,,,2013.0,,parfumo,"Lemon, Lemon grass, Lesser calamint | Geranium, Jasmine | Cedarwood, Patchouli, White musk | Accords: Floral, Citrus, Fruity, Fresh, Animal"
389,Acqua di Carthusia - Zagara,Carthusia,"Ginger, Lemon, Mandarin orange, Neroli","Jasmine, Orange blossom, Ylang-ylang","Cashmere wood, Patchouli, Tonka bean, White amber","Floral, Fresh, Synthetic, Green, Fruity",,,7.3,6.0,,,2013.0,,parfumo,"Ginger, Lemon, Mandarin orange, Neroli | Jasmine, Orange blossom, Ylang-ylang | Cashmere wood, Patchouli, Tonka bean, White amber | Accords: Floral, Fresh, Synthetic, Green, Fruity"
390,Acqua di Colbert,Cannon,"Clementine, Lemon, Orange blossom","Jasmine sambac, Lily of the valley, White iris, Woody notes, Ylang-ylang","Amber, Musk, Vanilla","Floral, Citrus, Fruity, Fresh, Sweet",,,7.3,19.0,,,2001.0,,parfumo,"Clementine, Lemon, Orange blossom | Jasmine sambac, Lily of the valley, White iris, Woody notes, Ylang-ylang | Amber, Musk, Vanilla | Accords: Floral, Citrus, Fruity, Fresh, Sweet"
391,Acqua Di Colonia Del Ponte,L'Erbolario,"Citrus notes, Green notes","Artemisia, Lavender, Tarragon, Wild sage",Mastic,"Spicy, Green, Citrus, Fresh, Resinous",,,6.9,17.0,,,,,parfumo,"Citrus notes, Green notes | Artemisia, Lavender, Tarragon, Wild sage | Mastic | Accords: Spicy, Green, Citrus, Fresh, Resinous"
392,Acqua di Colonia,Lorenzo Villoresi,"Bergamot, Lemon, Elemi resin, Lavender, Petitgrain, Orange","Neroli, Clove, Sage","Musk, Rosemary","Citrus, Fresh, Spicy, Green, Floral",,,7.7,83.0,,,1996.0,,parfumo + rdemarqui,"Bergamot, Lemon, Elemi resin, Lavender, Petitgrain, Orange | Neroli, Clove, Sage | Musk, Rosemary | Accords: Citrus, Fresh, Spicy, Green, Floral"
393,Acqua di Cuba,Santa Maria Novella,"Citrus fruits, Cardamom","Honey, Tobacco, Spices","Dry woods, Clary sage, Sweet notes","Sweet, Spicy, Citrus, Woody, Smoky",,,7.7,74.0,,,,,parfumo + rdemarqui,"Citrus fruits, Cardamom | Honey, Tobacco, Spices | Dry woods, Clary sage, Sweet notes | Accords: Sweet, Spicy, Citrus, Woody, Smoky"
394,Acqua di Fiori,De Ruy,"Oriental spices, Odor","Musk, Oud","Amber, Sandalwood, Vanilla","Spicy, Woody, Oriental, Sweet, Animal",,,6.3,9.0,,,,,parfumo,"Oriental spices, Odor | Musk, Oud | Amber, Sandalwood, Vanilla | Accords: Spicy, Woody, Oriental, Sweet, Animal"
395,Acqua di Gioia Essenza,Giorgio Armani,"Mint, Lemon, Pink pepper",Jasmine,"Cashmeran, Sugar, Cedarwood","Fresh, Floral, Aquatic, Sweet, Citrus",,,5.9,61.0,,,2011.0,,parfumo + rdemarqui,"Mint, Lemon, Pink pepper | Jasmine | Cashmeran, Sugar, Cedarwood | Accords: Fresh, Floral, Aquatic, Sweet, Citrus"
396,Acqua di Gioia Giorgio Armani 2010 Eau de Parfum,Giorgio Armani,"Lemon, Aquatic notes, Mint","Jasmine, Peony, Pink pepper","Brown sugar, Cedar, Labdanum","Fresh, Aquatic, Floral, Citrus, Sweet",,Eau de Parfum,6.8,721.0,,,2010.0,,parfumo,"Lemon, Aquatic notes, Mint | Jasmine, Peony, Pink pepper | Brown sugar, Cedar, Labdanum | Accords: Fresh, Aquatic, Floral, Citrus, Sweet | Eau de Parfum"
397,Acqua di Gioia Giorgio Armani 2013 Eau Fraîche,Giorgio Armani,"Cedarwood, Ylang-ylang, Grapefruit","Mandarin orange, Water jasmine, Brown sugar","Jasmine, Musk, Primofiore lemon","Citrus, Fresh, Floral, Aquatic, Fruity",,Eau Fraîche,5.5,55.0,,,2013.0,,parfumo,"Cedarwood, Ylang-ylang, Grapefruit | Mandarin orange, Water jasmine, Brown sugar | Jasmine, Musk, Primofiore lemon | Accords: Citrus, Fresh, Floral, Aquatic, Fruity | Eau Fraîche"
398,Acqua di Gioia Giorgio Armani 2014 Eau de Toilette,Giorgio Armani,"Pear, Primofiore lemon, Violet leaf, Blackcurrant","Peony, Jasmine, Jasmine sambac","Cashmere, Cedarwood, Brown sugar","Fresh, Floral, Fruity, Aquatic, Green",,Eau de Toilette,7.4,84.0,,,2014.0,,parfumo,"Pear, Primofiore lemon, Violet leaf, Blackcurrant | Peony, Jasmine, Jasmine sambac | Cashmere, Cedarwood, Brown sugar | Accords: Fresh, Floral, Fruity, Aquatic, Green | Eau de Toilette"
399,Acqua di Gioia Giorgio Armani 2024 Eau de Parfum Intense,Giorgio Armani,"Italian citrus fruits, Italian bergamot, Red fruits","Damask rose, Jasminum grandiflorum","Musk, Cedarwood","Fresh, Fruity, Floral, Citrus, Aquatic",,Eau de Parfum Intense,7.9,41.0,,,2024.0,,parfumo,"Italian citrus fruits, Italian bergamot, Red fruits | Damask rose, Jasminum grandiflorum | Musk, Cedarwood | Accords: Fresh, Fruity, Floral, Citrus, Aquatic | Eau de Parfum Intense"
400,Acqua di Gioia Giorgio Armani Brume Cheveux,Giorgio Armani,"Lemon, Aquatic notes, Mint","Jasmine, Peony, Pink pepper","Brown sugar, Cedar, Labdanum","Sweet, Fresh, Floral, Woody, Spicy",,Brume Cheveux,7.9,5.0,,,,,parfumo,"Lemon, Aquatic notes, Mint | Jasmine, Peony, Pink pepper | Brown sugar, Cedar, Labdanum | Accords: Sweet, Fresh, Floral, Woody, Spicy | Brume Cheveux"
401,Acqua di Gioia Jasmine Edition,Giorgio Armani,"Lemon, Violet leaf, Green apple, Galbanum","Jasmine absolute, Water jasmine","Brown sugar, Cedar, Musk","Floral, Fresh, Green, Aquatic, Sweet",,,6.8,58.0,,,2015.0,,parfumo,"Lemon, Violet leaf, Green apple, Galbanum | Jasmine absolute, Water jasmine | Brown sugar, Cedar, Musk | Accords: Floral, Fresh, Green, Aquatic, Sweet"
402,Acqua di Giò Absolu Instinct,Giorgio Armani,"Italian citrus fruits, Marine notes",Patchouli,Ebony,"Woody, Citrus, Spicy, Fresh, Sweet",,,7.6,189.0,,,2019.0,,parfumo,"Italian citrus fruits, Marine notes | Patchouli | Ebony | Accords: Woody, Citrus, Spicy, Fresh, Sweet"
403,Acqua di Giò Essenza,Giorgio Armani,"Cascalone®, Bergamot, Grapefruit","Basil, Sage, Jasmine, Paradisone®","Ambrox, Atlas cedar, Patchouli, Vetiver","Fresh, Aquatic, Citrus, Woody, Spicy",,,7.8,367.0,,,2012.0,,parfumo,"Cascalone®, Bergamot, Grapefruit | Basil, Sage, Jasmine, Paradisone® | Ambrox, Atlas cedar, Patchouli, Vetiver | Accords: Fresh, Aquatic, Citrus, Woody, Spicy"
404,Acqua di Giò Parfum,Giorgio Armani,"Marine notes, Calabrian bergamot, Ginger","Bourbon geranium, Provençal clary sage, Rosemary","Frankincense, Guatemala patchouly, Woods","Aquatic, Fresh, Citrus, Spicy, Green",,,8.2,667.0,,,2023.0,,parfumo,"Marine notes, Calabrian bergamot, Ginger | Bourbon geranium, Provençal clary sage, Rosemary | Frankincense, Guatemala patchouly, Woods | Accords: Aquatic, Fresh, Citrus, Spicy, Green"
405,Acqua di Giò pour Homme Giorgio Armani 1996 Eau de Toilette,Giorgio Armani,"Lime, Bergamot, Lemon, Jasmine, Mandarin orange, Orange","Marine notes, Coriander, Cyclamen, Freesia, Hyacinth, Peach, Reseda, Rose, Violet","Musk, Amber, Cedar, Oakmoss, Persimmon, Patchouli","Fresh, Aquatic, Citrus, Fruity, Floral",,Eau de Toilette,,,,,1996.0,,parfumo,"Lime, Bergamot, Lemon, Jasmine, Mandarin orange, Orange | Marine notes, Coriander, Cyclamen, Freesia, Hyacinth, Peach, Reseda, Rose, Violet | Musk, Amber, Cedar, Oakmoss, Persimmon, Patchouli | Accords: Fresh, Aquatic, Citrus, Fruity, Floral | Eau de Toilette"
406,Acqua di Giò pour Homme Giorgio Armani 1996 Lotion Après-Rasage,Giorgio Armani,"Lime, Bergamot, Lemon, Jasmine, Mandarin orange, Orange","Marine notes, Coriander, Cyclamen, Freesia, Hyacinth, Peach, Reseda, Rose, Violet","Musk, Amber, Cedar, Oakmoss, Persimmon, Patchouli","Fresh, Aquatic, Citrus, Floral, Fruity",,Lotion Après-Rasage,7.3,12.0,,,1996.0,,parfumo,"Lime, Bergamot, Lemon, Jasmine, Mandarin orange, Orange | Marine notes, Coriander, Cyclamen, Freesia, Hyacinth, Peach, Reseda, Rose, Violet | Musk, Amber, Cedar, Oakmoss, Persimmon, Patchouli | Accords: Fresh, Aquatic, Citrus, Floral, Fruity | Lotion Après-Rasage"
407,Acqua di Giò pour Homme Giorgio Armani 2022 Eau de Parfum,Giorgio Armani,"Marine notes, Italian green mandarin orange","Provençal clary sage, Madagascan geranium, Provençal lavender","Haitian vetiver, Guatemala patchouly","Fresh, Aquatic, Citrus, Woody, Green",,Eau de Parfum,7.8,514.0,,,2022.0,,parfumo,"Marine notes, Italian green mandarin orange | Provençal clary sage, Madagascan geranium, Provençal lavender | Haitian vetiver, Guatemala patchouly | Accords: Fresh, Aquatic, Citrus, Woody, Green | Eau de Parfum"
408,Acqua di Giò Profondo Giorgio Armani 2020 Eau de Parfum,Giorgio Armani,"Aquozone, Bergamot, Brazilian green mandarin orange","Cypress, Lavender, Mastic absolute, Rosemary","Mineral amber, Musk, Guatemala patchouly","Aquatic, Fresh, Citrus, Synthetic, Spicy",,Eau de Parfum,7.6,1175.0,,,2020.0,,parfumo,"Aquozone, Bergamot, Brazilian green mandarin orange | Cypress, Lavender, Mastic absolute, Rosemary | Mineral amber, Musk, Guatemala patchouly | Accords: Aquatic, Fresh, Citrus, Synthetic, Spicy | Eau de Parfum"
409,Acqua di Giò Profondo Giorgio Armani 2024 Eau de Parfum,Giorgio Armani,"Green mandarin orange, Marine notes","Lavender, Rosemary","Cedarwood, Patchouli, Musk","Aquatic, Fresh, Citrus, Woody, Sweet",,Eau de Parfum,7.8,53.0,,,2024.0,,parfumo,"Green mandarin orange, Marine notes | Lavender, Rosemary | Cedarwood, Patchouli, Musk | Accords: Aquatic, Fresh, Citrus, Woody, Sweet | Eau de Parfum"
410,Acqua di Giò Profondo Lights,Giorgio Armani,"Marine notes, Cardamom, Green mandarin orange","Balsamic notes, Mastic absolute, Provençal lavender, Rosemary, Cypress","Guatemala patchouly, Vetiver, Cedarwood","Aquatic, Fresh, Citrus, Green, Spicy",,,7.6,62.0,,,2021.0,,parfumo,"Marine notes, Cardamom, Green mandarin orange | Balsamic notes, Mastic absolute, Provençal lavender, Rosemary, Cypress | Guatemala patchouly, Vetiver, Cedarwood | Accords: Aquatic, Fresh, Citrus, Green, Spicy"
411,Acqua di Giò Profondo Parfum,Giorgio Armani,"Marine notes, Bergamot","Everlasting flower, Provençal lavender, Violet leaf absolute","Patchouli, Cistus absolute","Aquatic, Citrus, Fresh, Synthetic, Woody",,,7.4,102.0,,,2024.0,,parfumo,"Marine notes, Bergamot | Everlasting flower, Provençal lavender, Violet leaf absolute | Patchouli, Cistus absolute | Accords: Aquatic, Citrus, Fresh, Synthetic, Woody"
412,Acqua di Giò Profumo Giorgio Armani 2015 After Shave,Giorgio Armani,"Aquatic notes, Bergamot, Spicy notes","Rosemary, Sage, Geranium","Frankincense, Patchouli","Woody, Aquatic, Spicy, Fresh, Synthetic",,After Shave,8.4,15.0,,,2015.0,,parfumo,"Aquatic notes, Bergamot, Spicy notes | Rosemary, Sage, Geranium | Frankincense, Patchouli | Accords: Woody, Aquatic, Spicy, Fresh, Synthetic | After Shave"
413,Acqua di Giò Profumo Giorgio Armani 2015 Parfum,Giorgio Armani,"Aquatic notes, Bergamot, Spicy notes","Rosemary, Sage, Geranium","Frankincense, Patchouli","Aquatic, Fresh, Spicy, Citrus, Woody",,Parfum,,,,,2015.0,,parfumo,"Aquatic notes, Bergamot, Spicy notes | Rosemary, Sage, Geranium | Frankincense, Patchouli | Accords: Aquatic, Fresh, Spicy, Citrus, Woody | Parfum"
414,Acqua di Giò,Giorgio Armani,"Lemon, Peach, Violet, Banana leaf, Peony, Pineapple, Vodka","Lily of the valley, Freesia, Hyacinth, Jasmine, Ylang-ylang, Lily","Musk, Cedarwood, Amber, Sandalwood, Styrax","Fresh, Floral, Aquatic, Green, Fruity",,,7.4,244.0,,,1995.0,,parfumo,"Lemon, Peach, Violet, Banana leaf, Peony, Pineapple, Vodka | Lily of the valley, Freesia, Hyacinth, Jasmine, Ylang-ylang, Lily | Musk, Cedarwood, Amber, Sandalwood, Styrax | Accords: Fresh, Floral, Aquatic, Green, Fruity"
415,Acqua Di Monaco Black Kite EDP,Acqua Di Monaco,"Rose, Lily of the Valley, Lemon, Lavender, Tuberose","Sandalwood, Cedar wood","Amber, Musk",,Men,Eau de Parfum,none,none,,,,"Woody,Woody",rawanalqarni,"Rose, Lily of the Valley, Lemon, Lavender, Tuberose | Sandalwood, Cedar wood | Amber, Musk | Men | Eau de Parfum"
416,Acqua Di Monaco Dynasty Of Monaco Mister EDP,Acqua Di Monaco,Red Fern,Virginia Cedar,Wild Bitter Wormwood,,Men,Eau de Parfum,none,none,,,,Aromatic,rawanalqarni,Red Fern | Virginia Cedar | Wild Bitter Wormwood | Men | Eau de Parfum
417,Acqua di More,L'Erbolario,"Blackberry, Blueberry, Peach, Plum, Raspberry","Leaf green, Lily, Lily of the valley","Cedarwood, Sandalwood","Fruity, Sweet, Floral, Woody, Synthetic",,,6.0,13.0,,,2012.0,,parfumo,"Blackberry, Blueberry, Peach, Plum, Raspberry | Leaf green, Lily, Lily of the valley | Cedarwood, Sandalwood | Accords: Fruity, Sweet, Floral, Woody, Synthetic"
