Name,Formality,Season,Gender,Time_of_Day,Frequency,Longevity,Notes
Crystal Breeze No.489,0.16,Spring,Male,Night,Occasionally,Long,"Apple, Pink Pepper | Freesia, Orchid | Cedarwood, Oakmoss, Vetiver | Accords: Floral, Powdery, Gourmand"
Phantom Dream No.490,0.12,Spring,Any,Night,Occasionally,Long,"Mint, Apple | Cinnamon, Rose | Vetiver, Tonka Bean, Patchouli | Accords: Gourmand, Spicy, Green"
Desert Wood No.491,0.16,Spring,Female,Night,Often,Short,"Lemon, Grapefruit | Nutmeg, Cinnamon | Incense, Amber, Musk | Accords: Floral, Gourmand, Aquatic"
Crimson Night No.492,0.92,Fall,Any,Day,Often,Short,"Bergamot, Apple | Jasmine, Nutmeg | Tonka Bean, Sandalwood, Musk | Accords: Floral, Smoky, Earthy"
Crystal Orchid No.493,0.66,Fall,Female,Day,Often,Short,"Pineapple, Bergamot | Cinnamon, Lily of the Valley | Vanilla, Patchouli, Incense | Accords: Fruity, Gourmand, Green"
Azure Musk No.494,0.44,Fall,Any,Night,Occasionally,Short,"Lavender, Blackcurrant | Geranium, Violet | Vetiver, Cedarwood, Leather | Accords: Aquatic, Gourmand, Fresh"
Solar Oud No.495,0.12,Fall,Female,Day,Often,Short,"Sea Salt, Grapefruit | Lily of the Valley, Iris | Vetiver, Tonka Bean, Oakmoss | Accords: Green, Floral, Fresh"
Golden Fire No.496,0.33,Spring,Male,Night,Occasionally,Short,"Apple, Lemon | Freesia, Nutmeg | Patchouli, Oakmoss, Leather | Accords: Citrus, Aquatic, Fresh"
Azure Shadow No.497,0.18,Spring,Any,Day,Occasionally,Long,"Sea Salt, Blackcurrant | Nutmeg, Cinnamon | Cedarwood, Oud, Vetiver | Accords: Fruity, Powdery, Spicy"
Secret Elixir No.498,0.5,Winter,Male,Day,Often,Long,"Lavender, Pink Pepper | Lily of the Valley, Cardamom | Incense, Musk, Amber | Accords: Fruity, Floral, Fresh"
Secret Musk No.499,0.56,Fall,Any,Day,Often,Short,"Mint, Sea Salt | Clary Sage, Jasmine | Vetiver, Sandalwood, Amber | Accords: Floral, Gourmand, Citrus"
Phantom Storm No.500,0.03,Winter,Female,Day,Occasionally,Short,"Lavender, Peach | Jasmine, Nutmeg | Oud, Patchouli, Tonka Bean | Accords: Fruity, Aquatic, Citrus"
Secret Fire No.501,0.99,Spring,Female,Night,Occasionally,Long,"Sea Salt, Bergamot | Iris, Lily of the Valley | Cedarwood, Patchouli, Vetiver | Accords: Woody, Fresh, Aquatic"
Phantom Water No.502,0.08,Fall,Any,Day,Often,Long,"Grapefruit, Apple | Orchid, Clary Sage | Tonka Bean, Musk, Amber | Accords: Fresh, Powdery, Fruity"
Desert Rose No.503,0.6,Spring,Any,Day,Occasionally,Short,"Lemon, Peach | Cinnamon, Cardamom | Incense, Tonka Bean, Leather | Accords: Smoky, Floral, Spicy"
Neon Spice No.504,0.93,Winter,Female,Day,Often,Short,"Mint, Grapefruit | Lily of the Valley, Geranium | Oud, Oakmoss, Patchouli | Accords: Earthy, Fresh, Gourmand"
Mystic Amber No.505,0.05,Summer,Any,Night,Occasionally,Long,"Lavender, Peach | Rose, Clary Sage | Oud, Incense, Vetiver | Accords: Earthy, Floral, Aquatic"
Neon Elixir No.506,0.73,Winter,Any,Night,Often,Short,"Apple, Bergamot | Cardamom, Nutmeg | Patchouli, Musk, Oakmoss | Accords: Spicy, Floral, Woody"
Ocean Oud No.507,0.3,Summer,Female,Day,Occasionally,Long,"Mint, Apple | Lily of the Valley, Freesia | Tonka Bean, Amber, Oud | Accords: Fresh, Floral, Spicy"
Urban Petal No.508,0.74,Fall,Male,Day,Often,Short,"Lemon, Blackcurrant | Rose, Freesia | Sandalwood, Cedarwood, Amber | Accords: Smoky, Spicy, Fruity"
Midnight Rose No.509,0.05,Fall,Female,Night,Often,Short,"Pink Pepper, Mandarin | Iris, Orchid | Amber, Oud, Tonka Bean | Accords: Woody, Powdery, Earthy"
Royal Rose No.510,0.96,Summer,Female,Day,Often,Long,"Peach, Sea Salt | Freesia, Lily of the Valley | Oud, Vanilla, Vetiver | Accords: Fruity, Green, Smoky"
Neon Wood No.511,0.05,Fall,Male,Day,Often,Short,"Bergamot, Pineapple | Geranium, Freesia | Leather, Cedarwood, Amber | Accords: Floral, Smoky, Fruity"
Ocean Wood No.512,0.08,Spring,Male,Day,Occasionally,Long,"Pink Pepper, Peach | Jasmine, Iris | Oud, Tonka Bean, Patchouli | Accords: Smoky, Fresh, Gourmand"
Azure Night No.513,0.56,Fall,Female,Day,Occasionally,Long,"Lavender, Grapefruit | Cardamom, Geranium | Vanilla, Amber, Leather | Accords: Smoky, Citrus, Earthy"
Neon Breeze No.514,0.35,Spring,Male,Day,Occasionally,Long,"Mint, Lemon | Cinnamon, Cardamom | Leather, Musk, Patchouli | Accords: Fresh, Spicy, Smoky"
Secret Petal No.515,0.52,Summer,Any,Night,Occasionally,Short,"Blackcurrant, Grapefruit | Orchid, Violet | Incense, Musk, Patchouli | Accords: Floral, Fruity, Powdery"
Ocean Orchid No.516,0.53,Fall,Female,Night,Occasionally,Short,"Pineapple, Sea Salt | Lily of the Valley, Freesia | Vanilla, Cedarwood, Vetiver | Accords: Aquatic, Powdery, Floral"
Midnight Musk No.517,0.66,Fall,Any,Day,Occasionally,Short,"Lemon, Grapefruit | Lily of the Valley, Iris | Vetiver, Incense, Oud | Accords: Woody, Gourmand, Earthy"
Golden Storm No.518,0.49,Spring,Any,Night,Occasionally,Short,"Peach, Pineapple | Rose, Violet | Vetiver, Musk, Cedarwood | Accords: Smoky, Citrus, Fruity"
Phantom Breeze No.519,0.44,Summer,Any,Day,Occasionally,Long,"Peach, Mint | Lily of the Valley, Geranium | Patchouli, Vanilla, Oakmoss | Accords: Powdery, Floral, Woody"
Golden Spice No.520,0.79,Summer,Female,Night,Occasionally,Short,"Lavender, Bergamot | Cinnamon, Iris | Patchouli, Vetiver, Leather | Accords: Citrus, Aquatic, Spicy"
Phantom Wood No.521,0.44,Spring,Male,Night,Often,Short,"Mint, Apple | Orchid, Clary Sage | Amber, Leather, Patchouli | Accords: Fresh, Smoky, Citrus"
Solar Shadow No.522,0.39,Spring,Female,Day,Often,Long,"Apple, Bergamot | Jasmine, Iris | Cedarwood, Oakmoss, Sandalwood | Accords: Powdery, Woody, Gourmand"
Astral Breeze No.523,0.91,Spring,Male,Night,Occasionally,Long,"Lavender, Mint | Rose, Nutmeg | Tonka Bean, Amber, Oud | Accords: Powdery, Floral, Earthy"
Crystal Elixir No.524,0.06,Spring,Any,Day,Occasionally,Long,"Pineapple, Peach | Orchid, Cardamom | Patchouli, Vanilla, Leather | Accords: Gourmand, Spicy, Green"
Astral Soul No.525,0.77,Fall,Male,Night,Often,Short,"Peach, Blackcurrant | Cinnamon, Violet | Oakmoss, Amber, Sandalwood | Accords: Powdery, Fresh, Floral"
Royal Elixir No.526,0.72,Fall,Male,Night,Occasionally,Long,"Apple, Pineapple | Orchid, Freesia | Vanilla, Sandalwood, Tonka Bean | Accords: Fresh, Woody, Fruity"
Lunar Night No.527,0.68,Fall,Any,Day,Occasionally,Short,"Pineapple, Grapefruit | Geranium, Orchid | Musk, Oud, Tonka Bean | Accords: Spicy, Gourmand, Floral"
Lunar Petal No.528,0.18,Winter,Any,Day,Often,Short,"Mint, Mandarin | Orchid, Cinnamon | Patchouli, Sandalwood, Tonka Bean | Accords: Powdery, Fresh, Green"
Wild Elixir No.529,0.85,Winter,Male,Day,Often,Long,"Lemon, Mint | Lily of the Valley, Clary Sage | Sandalwood, Musk, Vetiver | Accords: Fruity, Smoky, Woody"
Midnight Spice No.530,0.01,Summer,Male,Night,Often,Short,"Blackcurrant, Pineapple | Rose, Orchid | Oud, Sandalwood, Oakmoss | Accords: Earthy, Powdery, Floral"
Crystal Fire No.531,0.39,Winter,Male,Night,Occasionally,Long,"Grapefruit, Bergamot | Geranium, Cinnamon | Cedarwood, Leather, Amber | Accords: Earthy, Floral, Smoky"
Crimson Spice No.532,0.84,Fall,Any,Night,Occasionally,Long,"Mint, Sea Salt | Lily of the Valley, Cardamom | Vanilla, Patchouli, Vetiver | Accords: Powdery, Citrus, Spicy"
Neon Orchid No.533,0.91,Spring,Any,Day,Often,Short,"Bergamot, Blackcurrant | Geranium, Clary Sage | Amber, Sandalwood, Oakmoss | Accords: Smoky, Woody, Gourmand"
Crimson Wood No.534,1.0,Fall,Any,Day,Often,Long,"Lemon, Bergamot | Cinnamon, Nutmeg | Patchouli, Tonka Bean, Amber | Accords: Floral, Green, Earthy"
Crystal Water No.535,0.12,Spring,Any,Day,Occasionally,Short,"Lavender, Peach | Lily of the Valley, Violet | Sandalwood, Amber, Tonka Bean | Accords: Woody, Fruity, Aquatic"
Desert Fire No.536,0.28,Winter,Male,Day,Occasionally,Long,"Sea Salt, Peach | Cardamom, Cinnamon | Leather, Oakmoss, Musk | Accords: Earthy, Spicy, Woody"
Royal Elixir No.537,0.9,Winter,Any,Day,Occasionally,Long,"Mint, Bergamot | Lily of the Valley, Freesia | Sandalwood, Musk, Oakmoss | Accords: Powdery, Floral, Citrus"
Golden Water No.538,0.62,Summer,Any,Night,Occasionally,Short,"Peach, Blackcurrant | Nutmeg, Lily of the Valley | Amber, Cedarwood, Oud | Accords: Powdery, Floral, Green"
Wild Spice No.539,0.08,Summer,Female,Day,Often,Short,"Lemon, Blackcurrant | Iris, Lily of the Valley | Patchouli, Cedarwood, Sandalwood | Accords: Green, Earthy, Powdery"
Neon Orchid No.540,0.63,Summer,Any,Night,Often,Short,"Bergamot, Pineapple | Cinnamon, Freesia | Oud, Amber, Oakmoss | Accords: Fruity, Powdery, Aquatic"
Phantom Wood No.541,0.31,Summer,Male,Day,Occasionally,Long,"Lemon, Pineapple | Clary Sage, Freesia | Oakmoss, Vetiver, Sandalwood | Accords: Powdery, Fresh, Fruity"
Phantom Spice No.542,0.68,Spring,Male,Day,Occasionally,Long,"Sea Salt, Apple | Clary Sage, Rose | Oud, Musk, Incense | Accords: Floral, Spicy, Fresh"
Solar Shadow No.543,0.23,Fall,Male,Night,Occasionally,Long,"Lemon, Pineapple | Cinnamon, Iris | Patchouli, Sandalwood, Amber | Accords: Green, Aquatic, Powdery"
Secret Water No.544,0.83,Fall,Male,Day,Occasionally,Long,"Pink Pepper, Blackcurrant | Orchid, Clary Sage | Incense, Oakmoss, Patchouli | Accords: Earthy, Aquatic, Floral"
Lunar Water No.545,0.66,Spring,Any,Day,Occasionally,Long,"Apple, Blackcurrant | Jasmine, Orchid | Leather, Vanilla, Oud | Accords: Fresh, Woody, Fruity"
Lunar Oud No.546,0.83,Summer,Female,Day,Occasionally,Short,"Lemon, Blackcurrant | Orchid, Cardamom | Vetiver, Sandalwood, Oakmoss | Accords: Spicy, Floral, Gourmand"
Midnight Storm No.547,0.6,Fall,Female,Night,Occasionally,Short,"Pineapple, Sea Salt | Clary Sage, Geranium | Vanilla, Amber, Vetiver | Accords: Green, Citrus, Woody"
Azure Musk No.548,0.87,Winter,Any,Night,Occasionally,Long,"Pink Pepper, Mint | Rose, Geranium | Amber, Patchouli, Incense | Accords: Smoky, Earthy, Gourmand"
Astral Water No.549,0.76,Summer,Any,Night,Occasionally,Short,"Blackcurrant, Pineapple | Lily of the Valley, Freesia | Patchouli, Tonka Bean, Incense | Accords: Earthy, Spicy, Floral"
Astral Night No.550,0.3,Spring,Female,Night,Often,Long,"Mint, Pink Pepper | Rose, Nutmeg | Oakmoss, Oud, Tonka Bean | Accords: Spicy, Aquatic, Earthy"
Wild Rose No.551,0.68,Summer,Female,Night,Often,Short,"Peach, Blackcurrant | Lily of the Valley, Cardamom | Musk, Amber, Vetiver | Accords: Green, Smoky, Spicy"
Midnight Spice No.552,0.17,Spring,Male,Day,Often,Short,"Pink Pepper, Peach | Jasmine, Lily of the Valley | Leather, Amber, Oud | Accords: Spicy, Citrus, Earthy"
Velvet Breeze No.553,0.05,Spring,Any,Day,Often,Short,"Sea Salt, Lavender | Iris, Clary Sage | Vetiver, Oakmoss, Musk | Accords: Green, Powdery, Fruity"
Urban Orchid No.554,0.21,Winter,Male,Night,Often,Long,"Lavender, Pink Pepper | Cinnamon, Nutmeg | Oakmoss, Cedarwood, Tonka Bean | Accords: Woody, Floral, Earthy"
Midnight Orchid No.555,0.1,Winter,Female,Night,Often,Short,"Pink Pepper, Pineapple | Violet, Geranium | Vetiver, Cedarwood, Vanilla | Accords: Citrus, Smoky, Woody"
Crystal Water No.556,0.21,Fall,Male,Night,Occasionally,Long,"Mandarin, Lavender | Cinnamon, Orchid | Musk, Leather, Amber | Accords: Fruity, Fresh, Earthy"
Solar Storm No.557,0.72,Spring,Female,Night,Often,Short,"Mandarin, Apple | Cinnamon, Iris | Oakmoss, Vanilla, Cedarwood | Accords: Woody, Citrus, Green"
Velvet Night No.558,0.13,Spring,Any,Night,Occasionally,Short,"Lavender, Apple | Cardamom, Cinnamon | Vanilla, Sandalwood, Incense | Accords: Green, Citrus, Earthy"
Solar Storm No.559,0.08,Spring,Female,Day,Occasionally,Short,"Pink Pepper, Apple | Cardamom, Violet | Sandalwood, Musk, Vanilla | Accords: Fruity, Spicy, Earthy"
Solar Orchid No.560,0.87,Spring,Any,Day,Often,Long,"Lemon, Blackcurrant | Cardamom, Nutmeg | Musk, Oud, Patchouli | Accords: Powdery, Citrus, Fruity"
Astral Water No.561,0.45,Winter,Male,Night,Often,Short,"Blackcurrant, Mandarin | Cardamom, Cinnamon | Leather, Musk, Vetiver | Accords: Green, Smoky, Spicy"
Mystic Dream No.562,0.95,Fall,Any,Night,Occasionally,Short,"Bergamot, Mandarin | Cardamom, Freesia | Musk, Cedarwood, Oakmoss | Accords: Citrus, Green, Smoky"
Phantom Petal No.563,0.26,Summer,Any,Day,Occasionally,Long,"Bergamot, Apple | Jasmine, Rose | Patchouli, Incense, Oud | Accords: Gourmand, Smoky, Powdery"
Azure Amber No.564,0.67,Summer,Male,Day,Often,Short,"Mandarin, Sea Salt | Nutmeg, Jasmine | Amber, Leather, Oakmoss | Accords: Gourmand, Spicy, Citrus"
Mystic Shadow No.565,0.73,Spring,Any,Day,Occasionally,Short,"Lavender, Pineapple | Geranium, Lily of the Valley | Incense, Sandalwood, Patchouli | Accords: Earthy, Gourmand, Powdery"
Astral Rose No.566,0.98,Winter,Any,Day,Occasionally,Short,"Sea Salt, Mandarin | Nutmeg, Cinnamon | Patchouli, Leather, Vanilla | Accords: Fruity, Fresh, Smoky"
Secret Nectar No.567,0.61,Spring,Any,Day,Occasionally,Short,"Apple, Lemon | Cardamom, Violet | Musk, Sandalwood, Patchouli | Accords: Floral, Spicy, Woody"
Secret Water No.568,0.8,Summer,Any,Night,Often,Short,"Bergamot, Peach | Nutmeg, Lily of the Valley | Amber, Incense, Leather | Accords: Smoky, Green, Woody"
Royal Amber No.569,0.34,Spring,Any,Night,Often,Short,"Sea Salt, Pineapple | Geranium, Jasmine | Oud, Incense, Leather | Accords: Floral, Earthy, Powdery"
Midnight Elixir No.570,0.01,Summer,Any,Night,Occasionally,Long,"Peach, Pink Pepper | Freesia, Orchid | Oud, Musk, Incense | Accords: Earthy, Woody, Smoky"
Secret Water No.571,0.51,Spring,Male,Day,Often,Long,"Bergamot, Mint | Orchid, Nutmeg | Oakmoss, Oud, Patchouli | Accords: Woody, Fruity, Spicy"
Crystal Night No.572,0.32,Fall,Any,Night,Occasionally,Long,"Lemon, Mandarin | Cardamom, Orchid | Patchouli, Cedarwood, Vetiver | Accords: Smoky, Woody, Aquatic"
Urban Orchid No.573,0.28,Winter,Female,Night,Occasionally,Long,"Mint, Peach | Cinnamon, Orchid | Musk, Amber, Sandalwood | Accords: Gourmand, Earthy, Smoky"
Golden Orchid No.574,0.51,Summer,Any,Day,Often,Long,"Mandarin, Sea Salt | Iris, Clary Sage | Incense, Musk, Patchouli | Accords: Powdery, Citrus, Gourmand"
Astral Nectar No.575,0.35,Fall,Male,Day,Often,Short,"Apple, Grapefruit | Freesia, Nutmeg | Patchouli, Tonka Bean, Vetiver | Accords: Woody, Fruity, Fresh"
Ocean Elixir No.576,0.71,Fall,Female,Day,Occasionally,Long,"Lavender, Grapefruit | Iris, Cinnamon | Amber, Oakmoss, Cedarwood | Accords: Spicy, Floral, Fruity"
Lunar Musk No.577,0.68,Spring,Any,Day,Often,Short,"Lemon, Pineapple | Violet, Freesia | Vetiver, Sandalwood, Oud | Accords: Floral, Powdery, Fresh"
Crimson Musk No.578,0.61,Winter,Any,Day,Occasionally,Short,"Grapefruit, Mint | Violet, Iris | Musk, Leather, Cedarwood | Accords: Woody, Smoky, Fruity"
Ocean Spice No.579,0.15,Spring,Male,Night,Often,Long,"Blackcurrant, Pineapple | Clary Sage, Cardamom | Vanilla, Amber, Oud | Accords: Floral, Citrus, Aquatic"
Solar Nectar No.580,0.57,Spring,Male,Day,Often,Short,"Mandarin, Lavender | Iris, Nutmeg | Musk, Cedarwood, Leather | Accords: Aquatic, Fruity, Green"
Ocean Soul No.581,0.86,Spring,Female,Night,Occasionally,Long,"Pineapple, Apple | Nutmeg, Clary Sage | Amber, Vetiver, Patchouli | Accords: Aquatic, Earthy, Spicy"
Velvet Rose No.582,0.66,Fall,Female,Day,Often,Short,"Sea Salt, Bergamot | Jasmine, Freesia | Patchouli, Vanilla, Sandalwood | Accords: Woody, Green, Aquatic"
Velvet Oud No.583,0.74,Summer,Any,Day,Occasionally,Short,"Bergamot, Sea Salt | Cinnamon, Iris | Vetiver, Amber, Musk | Accords: Fresh, Smoky, Earthy"
Ocean Amber No.584,0.04,Fall,Female,Night,Often,Short,"Mandarin, Pink Pepper | Freesia, Violet | Oud, Oakmoss, Sandalwood | Accords: Spicy, Green, Earthy"
Wild Nectar No.585,0.05,Spring,Male,Night,Often,Long,"Mint, Apple | Lily of the Valley, Rose | Tonka Bean, Leather, Vetiver | Accords: Aquatic, Floral, Smoky"
Crystal Soul No.586,0.65,Summer,Female,Day,Often,Short,"Sea Salt, Apple | Cinnamon, Orchid | Patchouli, Vetiver, Incense | Accords: Earthy, Citrus, Woody"
Desert Nectar No.587,0.9,Fall,Any,Night,Often,Long,"Mint, Lemon | Nutmeg, Lily of the Valley | Incense, Sandalwood, Cedarwood | Accords: Fruity, Fresh, Gourmand"
Desert Soul No.588,0.31,Spring,Female,Day,Often,Long,"Sea Salt, Mandarin | Rose, Orchid | Cedarwood, Vetiver, Amber | Accords: Fruity, Spicy, Floral"
Secret Nectar No.589,0.52,Winter,Any,Day,Often,Long,"Sea Salt, Mandarin | Lily of the Valley, Geranium | Patchouli, Leather, Incense | Accords: Earthy, Smoky, Floral"
Lunar Night No.590,0.89,Winter,Any,Night,Occasionally,Long,"Apple, Grapefruit | Jasmine, Rose | Cedarwood, Musk, Incense | Accords: Green, Fruity, Powdery"
Lunar Spice No.591,0.32,Winter,Female,Day,Often,Long,"Apple, Pineapple | Nutmeg, Iris | Vanilla, Oakmoss, Cedarwood | Accords: Smoky, Spicy, Green"
Desert Orchid No.592,0.1,Summer,Any,Night,Occasionally,Long,"Lavender, Lemon | Cinnamon, Nutmeg | Sandalwood, Oud, Vanilla | Accords: Floral, Woody, Citrus"
Golden Breeze No.593,0.85,Spring,Any,Day,Often,Short,"Grapefruit, Blackcurrant | Nutmeg, Clary Sage | Leather, Incense, Oud | Accords: Powdery, Gourmand, Floral"
Midnight Rose No.594,0.46,Spring,Male,Night,Occasionally,Short,"Mint, Bergamot | Rose, Geranium | Musk, Sandalwood, Oakmoss | Accords: Gourmand, Smoky, Earthy"
Phantom Breeze No.595,0.74,Summer,Male,Night,Often,Short,"Grapefruit, Mandarin | Orchid, Nutmeg | Amber, Oud, Oakmoss | Accords: Floral, Aquatic, Spicy"
Urban Dream No.596,0.02,Winter,Any,Day,Occasionally,Short,"Pineapple, Apple | Orchid, Lily of the Valley | Incense, Vanilla, Oakmoss | Accords: Spicy, Woody, Powdery"
Desert Rose No.597,0.58,Fall,Any,Day,Often,Long,"Grapefruit, Apple | Clary Sage, Jasmine | Vanilla, Oakmoss, Patchouli | Accords: Aquatic, Smoky, Fruity"
Velvet Amber No.598,0.23,Winter,Male,Day,Occasionally,Short,"Grapefruit, Sea Salt | Geranium, Nutmeg | Incense, Oakmoss, Leather | Accords: Green, Spicy, Woody"
Royal Dream No.599,0.3,Summer,Any,Day,Occasionally,Long,"Peach, Lemon | Geranium, Clary Sage | Vetiver, Musk, Oakmoss | Accords: Smoky, Earthy, Woody"
Solar Water No.600,0.67,Summer,Female,Day,Often,Short,"Pineapple, Blackcurrant | Geranium, Jasmine | Musk, Amber, Oakmoss | Accords: Floral, Spicy, Green"
Golden Oud No.601,0.89,Winter,Female,Day,Often,Short,"Peach, Lavender | Iris, Orchid | Sandalwood, Amber, Oud | Accords: Earthy, Woody, Fresh"
Midnight Musk No.602,0.91,Winter,Female,Day,Often,Long,"Apple, Lemon | Iris, Jasmine | Sandalwood, Amber, Patchouli | Accords: Aquatic, Fresh, Gourmand"
Secret Dream No.603,0.61,Summer,Any,Day,Occasionally,Long,"Bergamot, Pink Pepper | Nutmeg, Geranium | Cedarwood, Oud, Vanilla | Accords: Floral, Green, Powdery"
Mystic Wood No.604,0.15,Fall,Any,Night,Occasionally,Long,"Pink Pepper, Peach | Violet, Geranium | Vanilla, Leather, Incense | Accords: Spicy, Aquatic, Citrus"
Velvet Amber No.605,0.33,Winter,Female,Day,Occasionally,Short,"Pink Pepper, Sea Salt | Orchid, Violet | Incense, Cedarwood, Oakmoss | Accords: Smoky, Spicy, Earthy"
Solar Orchid No.606,0.37,Summer,Female,Day,Occasionally,Long,"Bergamot, Grapefruit | Freesia, Geranium | Incense, Patchouli, Oud | Accords: Gourmand, Floral, Citrus"
Velvet Orchid No.607,0.75,Fall,Male,Day,Often,Short,"Pink Pepper, Sea Salt | Cinnamon, Violet | Sandalwood, Musk, Oud | Accords: Woody, Aquatic, Earthy"
Solar Amber No.608,0.01,Fall,Female,Night,Occasionally,Long,"Mint, Pineapple | Cardamom, Violet | Amber, Vanilla, Patchouli | Accords: Fruity, Floral, Earthy"
Wild Rose No.609,0.04,Spring,Male,Night,Often,Long,"Lavender, Sea Salt | Jasmine, Orchid | Cedarwood, Oakmoss, Amber | Accords: Woody, Green, Spicy"
Desert Amber No.610,0.55,Winter,Female,Night,Occasionally,Short,"Sea Salt, Grapefruit | Rose, Orchid | Vetiver, Sandalwood, Incense | Accords: Fresh, Aquatic, Fruity"
Urban Nectar No.611,0.59,Summer,Any,Day,Often,Long,"Blackcurrant, Bergamot | Freesia, Orchid | Musk, Tonka Bean, Sandalwood | Accords: Smoky, Fruity, Earthy"
Astral Dream No.612,0.77,Summer,Female,Day,Occasionally,Long,"Mint, Pink Pepper | Iris, Jasmine | Amber, Vanilla, Patchouli | Accords: Powdery, Gourmand, Floral"
Wild Orchid No.613,0.74,Summer,Female,Night,Occasionally,Short,"Pineapple, Apple | Orchid, Cinnamon | Sandalwood, Musk, Oakmoss | Accords: Floral, Woody, Smoky"
Solar Night No.614,0.12,Summer,Female,Night,Occasionally,Long,"Bergamot, Grapefruit | Freesia, Violet | Cedarwood, Musk, Incense | Accords: Woody, Smoky, Floral"
Azure Rose No.615,0.73,Summer,Female,Day,Occasionally,Short,"Apple, Peach | Cardamom, Cinnamon | Cedarwood, Sandalwood, Tonka Bean | Accords: Powdery, Fresh, Gourmand"
Solar Petal No.616,0.57,Summer,Any,Day,Occasionally,Long,"Pink Pepper, Bergamot | Freesia, Nutmeg | Musk, Sandalwood, Incense | Accords: Floral, Powdery, Green"
Astral Orchid No.617,0.91,Fall,Any,Day,Often,Short,"Sea Salt, Pineapple | Lily of the Valley, Freesia | Sandalwood, Amber, Musk | Accords: Woody, Citrus, Gourmand"
Crystal Petal No.618,0.53,Summer,Female,Day,Occasionally,Long,"Bergamot, Mandarin | Rose, Violet | Leather, Incense, Patchouli | Accords: Earthy, Floral, Fresh"
Mystic Nectar No.619,0.75,Summer,Male,Day,Occasionally,Long,"Grapefruit, Sea Salt | Clary Sage, Lily of the Valley | Incense, Amber, Cedarwood | Accords: Fruity, Green, Citrus"
Lunar Fire No.620,0.09,Fall,Male,Night,Occasionally,Long,"Grapefruit, Bergamot | Geranium, Freesia | Vetiver, Vanilla, Patchouli | Accords: Gourmand, Fruity, Spicy"
Azure Orchid No.621,0.4,Spring,Female,Day,Occasionally,Short,"Lemon, Bergamot | Lily of the Valley, Cardamom | Amber, Oud, Patchouli | Accords: Fruity, Gourmand, Spicy"
